		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
02/01/24	2:30 a	10.7	10.7	10.7	91	9.3	1.3	S	0.80	2.7	S	10.6	10.8	10.7	---	997.2	0.25	2.0	---	---	---	0.053	0.000	19.2	58	10.8	18.7	10.75	1.1734	0.00	209	6	100.0	10
02/01/24	2:40 a	10.7	10.7	10.6	91	9.3	0.4	SSE	0.27	2.7	SSW	10.7	10.8	10.8	---	996.9	0.00	0.0	---	---	---	0.053	0.000	19.2	58	10.7	18.7	10.75	1.1734	0.00	209	6	100.0	10
02/01/24	2:50 a	10.6	10.6	10.6	91	9.2	0.0	S	0.00	1.8	SSE	10.6	10.7	10.7	---	996.9	0.00	0.0	---	---	---	0.054	0.000	19.1	58	10.6	18.5	10.75	1.1739	0.00	208	6	100.0	10
02/01/24	3:00 a	10.6	10.6	10.6	91	9.1	0.4	SSE	0.27	0.9	SSE	10.6	10.7	10.7	---	996.7	0.00	0.0	---	---	---	0.054	0.000	19.0	58	10.5	18.4	10.75	1.1739	0.00	209	6	100.0	10
02/01/24	3:10 a	10.7	10.7	10.6	90	9.1	0.9	S	0.54	1.8	SSE	10.7	10.8	10.8	---	996.7	0.25	0.0	---	---	---	0.053	0.000	18.9	58	10.5	18.4	10.75	1.1741	0.00	205	6	100.0	10
02/01/24	3:20 a	10.7	10.8	10.7	90	9.1	1.3	S	0.80	2.7	SSE	10.6	10.8	10.7	---	996.9	0.25	1.8	---	---	---	0.053	0.000	18.9	58	10.4	18.3	10.75	1.1747	0.00	202	6	100.0	10
02/01/24	3:30 a	10.7	10.8	10.7	90	9.1	0.9	SSE	0.54	2.2	S	10.7	10.8	10.8	---	996.9	0.25	1.8	---	---	---	0.053	0.000	18.8	58	10.4	18.3	10.75	1.1750	0.00	204	6	100.0	10
02/01/24	3:40 a	10.6	10.7	10.5	90	9.0	0.9	SSE	0.54	2.2	SSE	10.6	10.7	10.7	---	997.1	0.25	1.5	---	---	---	0.054	0.000	18.8	58	10.3	18.2	10.75	1.1755	0.00	204	6	100.0	10
02/01/24	3:50 a	10.4	10.5	10.4	91	9.0	0.9	S	0.54	2.7	S	10.4	10.6	10.6	---	997.1	0.00	1.5	---	---	---	0.055	0.000	18.7	59	10.5	18.2	10.95	1.1755	0.00	204	6	100.0	10
02/01/24	4:00 a	10.3	10.4	10.3	91	8.9	0.9	SSE	0.54	2.2	SSE	10.3	10.5	10.5	---	997.0	0.00	0.0	---	---	---	0.056	0.000	18.7	59	10.5	18.1	10.95	1.1757	0.00	207	6	100.0	10
02/01/24	4:10 a	10.2	10.3	10.2	92	9.0	0.4	E	0.27	0.9	SE	10.2	10.4	10.4	---	996.6	0.00	0.0	---	---	---	0.056	0.000	18.6	59	10.4	18.1	10.95	1.1755	0.00	208	6	100.0	10
02/01/24	4:20 a	10.2	10.2	10.1	92	8.9	0.4	E	0.27	1.3	NE	10.2	10.4	10.4	---	996.6	0.25	0.0	---	---	---	0.057	0.000	18.6	58	10.1	17.9	10.75	1.1760	0.00	209	6	100.0	10
02/01/24	4:30 a	10.1	10.1	10.1	92	8.8	0.9	E	0.54	1.8	E	10.1	10.3	10.3	---	996.6	0.00	0.0	---	---	---	0.057	0.000	18.5	58	10.1	17.9	10.75	1.1763	0.00	208	6	100.0	10
02/01/24	4:40 a	10.1	10.1	10.1	92	8.9	0.9	E	0.54	3.1	E	10.1	10.3	10.3	---	996.5	0.00	0.0	---	---	---	0.057	0.000	18.4	58	10.0	17.8	10.75	1.1765	0.00	209	6	100.0	10
02/01/24	4:50 a	10.1	10.2	10.1	92	8.9	0.4	E	0.27	1.8	E	10.1	10.3	10.3	---	996.6	0.00	0.0	---	---	---	0.057	0.000	18.4	59	10.2	17.8	10.95	1.1766	0.00	209	6	100.0	10
02/01/24	5:00 a	10.1	10.2	10.1	92	8.9	0.4	ENE	0.27	1.8	E	10.1	10.3	10.3	---	996.7	0.00	0.0	---	---	---	0.057	0.000	18.4	58	10.0	17.8	10.75	1.1769	0.00	208	6	100.0	10
02/01/24	5:10 a	10.2	10.2	10.1	92	8.9	0.0	---	0.00	0.0	---	10.2	10.4	10.4	---	996.4	0.00	0.0	---	---	---	0.057	0.000	18.3	58	9.9	17.7	10.75	1.1769	0.00	209	6	100.0	10
02/01/24	5:20 a	10.1	10.2	10.1	92	8.9	0.0	ESE	0.00	1.8	ESE	10.1	10.3	10.3	---	996.5	0.00	0.0	---	---	---	0.057	0.000	18.3	58	9.9	17.7	10.75	1.1773	0.00	208	6	100.0	10
02/01/24	5:30 a	10.2	10.3	10.1	91	8.8	0.9	ESE	0.54	1.8	ESE	10.2	10.4	10.4	---	996.5	0.00	0.0	---	---	---	0.056	0.000	18.2	58	9.8	17.6	10.75	1.1776	0.00	208	6	100.0	10
02/01/24	5:40 a	10.3	10.3	10.2	91	8.9	0.9	ESE	0.54	2.7	E	10.3	10.4	10.4	---	996.5	0.00	0.0	---	---	---	0.056	0.000	18.2	58	9.8	17.6	10.75	1.1776	0.00	205	6	100.0	10
02/01/24	5:50 a	10.3	10.3	10.3	91	8.9	0.9	ESE	0.54	1.8	E	10.3	10.5	10.5	---	996.6	0.00	0.0	---	---	---	0.056	0.000	18.2	58	9.8	17.5	10.75	1.1780	0.00	204	6	100.0	10
02/01/24	6:00 a	10.3	10.3	10.3	91	8.9	0.4	ESE	0.27	2.7	E	10.3	10.5	10.5	---	996.7	0.00	0.0	---	---	---	0.056	0.000	18.1	58	9.7	17.4	10.75	1.1783	0.00	203	6	100.0	10
02/01/24	6:10 a	10.3	10.3	10.3	91	8.9	0.9	E	0.54	2.7	E	10.3	10.4	10.4	---	996.5	0.00	0.0	---	---	---	0.056	0.000	18.2	59	10.0	17.6	10.95	1.1776	0.00	203	6	100.0	10
02/01/24	6:20 a	10.3	10.3	10.2	91	8.9	1.3	E	0.80	3.6	E	10.2	10.4	10.3	---	996.3	0.00	0.0	---	---	---	0.056	0.000	18.6	60	10.7	18.1	11.05	1.1748	0.00	207	6	100.0	10
02/01/24	6:30 a	10.2	10.2	10.2	92	8.9	0.4	N	0.27	1.8	W	10.2	10.4	10.4	---	996.4	0.00	0.0	---	---	---	0.057	0.000	19.4	60	11.4	19.0	11.05	1.1711	0.00	208	6	100.0	10
02/01/24	6:40 a	10.2	10.2	10.2	92	8.9	0.4	ENE	0.27	2.2	E	10.2	10.4	10.4	---	996.5	0.00	0.0	---	---	---	0.057	0.000	20.0	59	11.7	19.7	10.95	1.1685	0.00	208	6	100.0	10
02/01/24	6:50 a	10.2	10.2	10.1	92	8.9	0.4	S	0.27	1.8	ESE	10.2	10.4	10.4	---	996.5	0.25	0.0	---	---	---	0.057	0.000	20.4	58	11.8	20.1	10.75	1.1668	0.00	208	6	100.0	10
02/01/24	7:00 a	10.2	10.2	10.2	91	8.8	0.9	S	0.54	1.8	SW	10.2	10.3	10.3	---	996.5	0.00	0.0	---	---	---	0.057	0.000	20.6	58	12.0	20.2	10.75	1.1660	0.00	208	6	100.0	10
02/01/24	7:10 a	10.2	10.2	10.2	91	8.8	0.4	SSE	0.27	2.7	SSE	10.2	10.3	10.3	---	996.7	0.00	0.0	---	---	---	0.057	0.000	20.6	57	11.7	20.1	10.57	1.1665	0.00	207	6	100.0	10
02/01/24	7:20 a	10.2	10.2	10.2	91	8.8	0.9	E	0.54	2.7	ESE	10.2	10.3	10.3	---	996.5	0.00	0.0	---	---	---	0.057	0.000	20.5	57	11.7	20.1	10.57	1.1666	0.00	209	6	100.0	10
02/01/24	7:30 a	10.2	10.2	10.1	91	8.8	0.0	ESE	0.00	0.9	ESE	10.2	10.3	10.3	---	996.6	0.00	0.0	---	---	---	0.057	0.000	20.4	57	11.6	19.9	10.58	1.1672	0.00	209	6	100.0	10
02/01/24	7:40 a	10.1	10.1	9.9	92	8.8	0.0	SSE	0.00	1.3	SSE	10.1	10.3	10.3	---	996.5	0.00	0.0	---	---	---	0.057	0.000	20.3	57	11.5	19.9	10.58	1.1677	0.00	209	6	100.0	10
02/01/24	7:50 a	9.9	10.0	9.9	92	8.7	1.3	S	0.80	2.7	S	9.8	10.2	10.0	---	996.7	0.00	0.0	---	---	---	0.058	0.000	20.2	57	11.4	19.8	10.58	1.1683	0.00	208	6	100.0	10
02/01/24	8:00 a	9.9	9.9	9.9	92	8.6	1.3	SSW	0.80	2.2	SSE	9.7	10.1	9.9	---	996.8	0.00	0.0	---	---	---	0.059	0.000	20.1	58	11.6	19.7	10.75	1.1685	0.00	207	6	100.0	10
02/01/24	8:10 a	9.9	10.0	9.9	92	8.7	1.3	S	0.80	2.7	S	9.8	10.2	10.0	---	996.8	0.00	0.0	---	---	---	0.058	0.000	20.4	58	11.9	20.1	10.75	1.1669	0.00	202	6	100.0	10
02/01/24	8:20 a	10.0	10.0	9.9	92	8.8	0.9	S	0.54	1.8	SSE	10.0	10.2	10.2	---	996.7	0.00	0.0	---	---	---	0.058	0.000	21.0	58	12.4	20.6	10.75	1.1639	0.00	203	6	100.0	10
02/01/24	8:30 a	9.9	9.9	9.9	93	8.9	0.4	SSE	0.27	1.8	SSE	9.9	10.2	10.2	---	996.9	0.00	0.0	---	---	---	0.058	0.000	21.4	57	12.6	21.0	10.53	1.1622	0.00	205	6	100.0	10
02/01/24	8:40 a	9.9	9.9	9.9	93	8.8	0.0	---	0.00	0.0	---	9.9	10.1	10.1	---	996.9	0.00	0.0	---	---	---	0.059	0.000	21.7	56	12.5	21.2	10.33	1.1615	0.00	205	6	100.0	10
02/01/24	8:50 a	9.9	10.0	9.9	93	8.9	0.9	S	0.54	2.2	S	9.9	10.2	10.2	---	997.0	0.00	0.0	---	---	---	0.058	0.000	21.7	56	12.5	21.2	10.33	1.1615	0.00	209	6	100.0	10
02/01/24	9:00 a	10.0	10.1	9.9	93	8.9	0.9	S	0.54	3.1	S	10.0	10.2	10.2	---	997.2	0.00	0.0	---	---	---	0.058	0.000	21.6	56	12.5	21.2	10.33	1.1621	0.00	208	6	100.0	10
02/01/24	9:10 a	10.1	10.1	10.1	93	9.0	0.9	S	0.54	2.2	S	10.1	10.3	10.3	---	997.1	0.00	0.0	---	---	---	0.057	0.000	21.6	56	12.4	21.1	10.33	1.1623	0.00	199	6	98.5	10
02/01/24	9:20 a	10.1	10.1	10.1	93	9.0	0.9	SSE	0.54	2.2	SSE	10.1	10.3	10.3	---	997.2	0.00	0.0	---	---	---	0.057	0.000	21.7	55	12.2	21.2	10.13	1.1621	0.00	204	6	100.0	10
02/01/24	9:30 a	10.1	10.2	10.1	92	8.9	1.3	S	0.80	2.7	SSE	9.9	10.3	10.2	---	997.3	0.00	0.0	---	---	---	0.057	0.000	21.7	56	12.6	21.3	10.33	1.1616	0.00	202	6	100.0	10
02/01/24	9:40 a	10.2	10.3	10.1	92	8.9	1.8	SSE	1.07	3.1	SSE	9.6	10.4	9.8	---	997.3	0.00	0.0	---	---	---	0.057	0.000	21.7	56	12.6	21.3	10.33	1.1617	0.00	206	6	100.0	10
02/01/24	9:50 a	10.3	10.3	10.2	91	8.9	1.8	SSE	1.07	3.6	SSE	9.7	10.4	9.9	---	997.4	0.00	0.0	---	---	---	0.056	0.000	21.9	56	12.7	21.6	10.32	1.1610	0.00	208	6	100.0	10
02/01/24	10:00 a	10.3	10.4	10.3	91	8.9	1.8	SSE	1.07	4.9	S	9.8	10.5	9.9	---	997.6	0.00	0.0	---	---	---	0.056	0.000	21.9	55	12.5	21.6	10.12	1.1612	0.00	208	6	100.0	10
02/01/24	10:10 a	10.4	10.4	10.3	90	8.9	1.8	SSE	1.07	3.6	S	9.9	10.6	10.0	---	997.5	0.00	0.0	---	---	---	0.055	0.000	21.9	55	12.5	21.6	10.12	1.1611	0.00	209	6	100.0	10
02/01/24	10:20 a	10.4	10.4	10.4	90	8.9	1.8	SSE	1.07	4.9	SSE	9.9	10.6	10.0	---	997.4	0.00	0.0	---	---	---	0.055	0.000	21.8	55	12.4	21.4	10.12	1.1615	0.00	209	6	100.0	10
02/01/24	10:30 a	10.5	10.6	10.4	89	8.8	2.2	S	1.34	4.5	S	9.6	10.6	9.7	---	997.5	0.00	0.0	---	---	---	0.054	0.000	21.7	55	12.3	21.2	10.13	1.1622	0.00	208	6	100.0	10
02/01/24	10:40 a	10.6	10.6	10.6	89	8.9	1.8	S	1.07	4.5	SSE	10.1	10.7	10.2	---	997.4	0.00	0.0	---	---	---	0.054	0.000	21.6	56	12.5	21.2	10.33	1.1624	0.00	208	6	100.0	10
02/01/24	10:50 a	10.7	10.8	10.6	88	8.8	1.8	S	1.07	4.5	WSW	10.2	10.8	10.3	---	997.5	0.00	0.0	---	---	---	0.053	0.000	21.5	56	12.4	21.0	10.34	1.1630	0.00	203	6	100.0	10
02/01/24	11:00 a	10.9	10.9	10.8	88	9.0	2.2	S	1.34	4.0	SSE	10.1	10.9	10.1	---	997.5	0.00	0.0	---	---	---	0.052	0.000	21.4	56	12.2	20.9	10.34	1.1636	0.00	201	6	99.5	10
02/01/24	11:10 a	11.0	11.1	10.9	87	8.9	1.8	SSE	1.07	4.9	SSE	10.6	11.1	10.6	---	997.7	0.00	0.0	---	---	---	0.051	0.000	21.3	56	12.1	20.8	10.34	1.1644	0.00	203	6	100.0	10
02/01/24	11:20 a	11.1	11.1	11.1	87	9.0	1.8	S	1.07	4.0	SSW	10.6	11.1	10.7	---	997.6	0.00	0.0	---	---	---	0.051	0.000	21.2	56	12.1	20.7	10.35	1.1645	0.00	208	6	100.0	10
02/01/24	11:30 a	11.2	11.3	11.1	86	9.0	1.8	SSE	1.07	4.0	SSE	10.8	11.2	10.8	---	997.5	0.00	0.0	---	---	---	0.049	0.000	21.1	55	11.7	20.5	10.15	1.1652	0.00	208	6	100.0	10
02/01/24	11:40 a	11.5	11.6	11.3	85	9.1	1.8	SSE	1.07	4.0	SSW	11.1	11.4	11.1	---	997.4	0.00	0.0	---	---	---	0.047	0.000	21.0	55	11.6	20.4	10.15	1.1657	0.00	208	6	100.0	10
02/01/24	11:50 a	11.7	11.7	11.6	84	9.1	1.8	S	1.07	4.0	S	11.3	11.6	11.2	---	997.4	0.00	0.0	---	---	---	0.046	0.000	20.9	55	11.6	20.3	10.16	1.1659	0.00	209	6	100.0	10
02/01/24	12:00 p	11.7	11.8	11.7	84	9.1	1.8	SSE	1.07	4.5	ESE	11.3	11.7	11.3	---	997.4	0.00	0.0	---	---	---	0.046	0.000	20.8	56	11.7	20.3	10.36	1.1662	0.00	207	6	100.0	10
02/01/24	12:10 p	11.9	12.0	11.8	85	9.4	1.8	SSE	1.07	3.6	SSW	11.6	11.8	11.5	---	997.3	0.00	0.0	---	---	---	0.045	0.000	21.1	56	11.9	20.5	10.35	1.1650	0.00	209	6	100.0	10
02/01/24	12:20 p	12.1	12.2	12.0	84	9.4	1.3	SSE	0.80	3.6	SSE	12.1	12.0	12.0	---	997.3	0.00	0.0	---	---	---	0.044	0.000	21.4	55	12.0	20.9	10.14	1.1633	0.00	208	6	100.0	10
02/01/24	12:30 p	12.3	12.3	12.2	83	9.5	1.3	SSE	0.80	3.6	SE	12.3	12.2	12.2	---	997.3	0.00	0.0	---	---	---	0.042	0.000	21.7	55	12.3	21.2	10.13	1.1620	0.00	204	6	100.0	10
02/01/24	12:40 p	12.4	12.4	12.3	83	9.6	1.8	S	1.07	3.6	SSW	12.1	12.3	12.0	---	997.4	0.00	0.0	---	---	---	0.041	0.000	21.8	55	12.4	21.4	10.12	1.1615	0.00	204	6	100.0	10
02/01/24	12:50 p	12.3	12.4	12.3	82	9.3	1.3	SSE	0.80	3.6	SE	12.3	12.2	12.2	---	997.5	0.00	0.0	---	---	---	0.042	0.000	21.9	54	12.2	21.5	9.92	1.1614	0.00	203	6	100.0	10
02/01/24	1:00 p	12.3	12.4	12.3	82	9.3	1.3	SSE	0.80	3.1	SSE	12.3	12.2	12.2	---	997.5	0.00	0.0	---	---	---	0.042	0.000	21.9	54	12.2	21.4	9.92	1.1617	0.00	209	6	100.0	10
02/01/24	1:10 p	12.4	12.4	12.3	80	9.0	1.8	SSE	1.07	4.5	S	12.1	12.2	11.9	---	997.4	0.00	0.0	---	---	---	0.041	0.000	21.8	54	12.1	21.3	9.92	1.1618	0.00	209	6	100.0	10
02/01/24	1:20 p	12.5	12.6	12.4	80	9.1	1.8	S	1.07	3.6	SSW	12.3	12.3	12.1	---	997.4	0.00	0.0	---	---	---	0.041	0.000	21.8	54	12.1	21.3	9.93	1.1622	0.00	208	6	100.0	10
02/01/24	1:30 p	12.6	12.8	12.6	81	9.4	1.3	S	0.80	3.6	SSE	12.6	12.4	12.4	---	997.3	0.00	0.0	---	---	---	0.040	0.000	21.7	54	12.0	21.2	9.93	1.1623	0.00	208	6	100.0	10
02/01/24	1:40 p	12.9	12.9	12.8	79	9.3	1.3	SSE	0.80	3.6	S	12.9	12.7	12.7	---	997.2	0.00	0.0	---	---	---	0.038	0.000	21.6	54	11.9	21.1	9.93	1.1627	0.00	209	6	100.0	10
02/01/24	1:50 p	13.1	13.2	12.9	80	9.7	1.3	SSE	0.80	2.2	S	13.1	12.9	12.9	---	997.1	0.00	0.0	---	---	---	0.037	0.000	21.6	54	11.8	21.0	9.93	1.1629	0.00	209	6	100.0	10
02/01/24	2:00 p	13.3	13.3	13.2	77	9.3	1.3	SSE	0.80	3.6	SSE	13.3	13.0	13.0	---	997.1	0.00	0.0	---	---	---	0.035	0.000	21.5	54	11.8	20.9	9.94	1.1631	0.00	208	6	100.0	10
02/01/24	2:10 p	13.3	13.3	13.2	77	9.3	1.3	S	0.80	2.7	S	13.3	13.0	13.0	---	997.0	0.00	0.0	---	---	---	0.035	0.000	21.5	54	11.8	20.9	9.94	1.1630	0.00	203	6	100.0	10
02/01/24	2:20 p	13.4	13.5	13.3	76	9.2	0.9	SSE	0.54	2.2	SSE	13.4	13.1	13.1	---	997.0	0.00	0.0	---	---	---	0.034	0.000	21.4	54	11.7	20.8	9.94	1.1632	0.00	203	6	100.0	10
02/01/24	2:30 p	13.5	13.7	13.4	76	9.4	1.3	S	0.80	2.7	S	13.5	13.2	13.2	---	997.0	0.00	0.0	---	---	---	0.034	0.000	21.4	54	11.7	20.8	9.94	1.1635	0.00	204	6	100.0	10
02/01/24	2:40 p	13.7	13.7	13.7	74	9.1	1.8	S	1.07	3.6	S	13.6	13.3	13.2	---	997.0	0.00	0.0	---	---	---	0.032	0.000	21.3	54	11.6	20.7	9.94	1.1638	0.00	209	6	100.0	10
02/01/24	2:50 p	13.6	13.7	13.5	73	8.9	1.8	S	1.07	4.5	SSE	13.6	13.2	13.2	---	997.0	0.00	0.0	---	---	---	0.033	0.000	21.3	54	11.6	20.7	9.94	1.1641	0.00	209	6	100.0	10
02/01/24	3:00 p	13.7	13.9	13.4	70	8.3	1.8	S	1.07	4.0	SSE	13.6	13.2	13.1	---	996.9	0.00	0.0	---	---	---	0.032	0.000	21.2	54	11.5	20.6	9.95	1.1643	0.00	208	6	100.0	10
02/01/24	3:10 p	14.1	14.2	13.9	70	8.7	1.8	SSW	1.07	3.6	SSE	14.1	13.6	13.6	---	997.0	0.00	0.0	---	---	---	0.029	0.000	21.2	54	11.5	20.5	9.95	1.1647	0.00	208	6	100.0	10
02/01/24	3:20 p	14.3	14.3	14.2	70	8.9	1.3	S	0.80	3.1	S	14.3	13.8	13.8	---	997.1	0.00	0.0	---	---	---	0.028	0.000	21.1	55	11.7	20.4	10.15	1.1650	0.00	209	6	100.0	10
02/01/24	3:30 p	14.3	14.4	14.3	70	8.9	1.3	S	0.80	3.6	SSE	14.3	13.8	13.8	---	997.1	0.00	0.0	---	---	---	0.028	0.000	21.2	55	11.8	20.6	10.15	1.1644	0.00	208	6	100.0	10
02/01/24	3:40 p	14.0	14.3	13.7	71	8.8	0.4	SE	0.27	2.2	SSE	14.0	13.6	13.6	---	997.2	0.00	0.0	---	---	---	0.030	0.000	21.5	55	12.1	20.9	10.14	1.1630	0.00	205	6	100.0	10
02/01/24	3:50 p	13.4	13.6	13.2	72	8.4	1.3	S	0.80	3.1	SSE	13.4	12.9	12.9	---	997.0	0.00	0.0	---	---	---	0.034	0.000	21.7	54	12.0	21.2	9.93	1.1620	0.00	203	6	100.0	10
02/01/24	4:00 p	13.1	13.2	13.1	74	8.6	0.9	S	0.54	2.7	SSW	13.1	12.7	12.7	---	997.1	0.00	0.0	---	---	---	0.036	0.000	21.8	54	12.1	21.3	9.92	1.1615	0.00	204	6	100.0	10
02/01/24	4:10 p	13.1	13.3	13.0	73	8.4	0.4	SSE	0.27	2.2	SSE	13.1	12.7	12.7	---	997.1	0.00	0.0	---	---	---	0.036	0.000	21.8	54	12.1	21.3	9.92	1.1614	0.00	205	6	100.0	10
02/01/24	4:20 p	13.4	13.6	13.3	72	8.5	0.9	S	0.54	2.2	S	13.4	13.0	13.0	---	997.0	0.00	0.0	---	---	---	0.034	0.000	21.8	54	12.1	21.3	9.92	1.1613	0.00	209	6	100.0	10
02/01/24	4:30 p	13.4	13.6	13.3	73	8.7	0.9	SSE	0.54	2.2	S	13.4	13.1	13.1	---	997.0	0.00	0.0	---	---	---	0.034	0.000	21.7	54	12.0	21.2	9.93	1.1619	0.00	209	6	100.0	10
02/01/24	4:40 p	13.1	13.3	12.9	73	8.3	0.9	S	0.54	2.2	SSE	13.1	12.7	12.7	---	997.0	0.00	0.0	---	---	---	0.037	0.000	21.7	54	12.0	21.2	9.93	1.1619	0.00	207	6	100.0	10
02/01/24	4:50 p	12.8	12.9	12.8	73	8.1	0.9	S	0.54	2.2	SE	12.8	12.4	12.4	---	997.0	0.00	0.0	---	---	---	0.038	0.000	21.6	54	11.9	21.1	9.93	1.1625	0.00	209	6	100.0	10
02/01/24	5:00 p	12.8	12.8	12.8	73	8.1	1.8	S	1.07	4.0	S	12.6	12.4	12.2	---	997.2	0.00	0.0	---	---	---	0.039	0.000	21.5	54	11.8	20.9	9.94	1.1632	0.00	209	6	100.0	10
02/01/24	5:10 p	12.8	12.9	12.8	73	8.1	1.8	S	1.07	4.0	S	12.6	12.4	12.2	---	997.3	0.00	0.0	---	---	---	0.038	0.000	21.4	54	11.7	20.8	9.94	1.1639	0.00	208	6	100.0	10
02/01/24	5:20 p	12.9	12.9	12.8	74	8.4	1.3	SSW	0.80	2.7	S	12.9	12.6	12.6	---	997.4	0.00	0.0	---	---	---	0.038	0.000	21.3	54	11.6	20.7	9.94	1.1646	0.00	202	6	100.0	10
02/01/24	5:30 p	12.8	12.8	12.7	74	8.3	1.3	SW	0.80	2.2	SSW	12.8	12.4	12.4	---	997.5	0.00	0.0	---	---	---	0.039	0.000	21.2	54	11.5	20.6	9.95	1.1650	0.00	204	6	100.0	10
02/01/24	5:40 p	12.7	12.7	12.6	75	8.3	1.8	SW	1.07	2.7	SW	12.4	12.3	12.1	---	997.6	0.00	0.0	---	---	---	0.039	0.000	21.1	54	11.4	20.4	9.95	1.1657	0.00	206	6	100.0	10
02/01/24	5:50 p	12.5	12.6	12.4	76	8.4	2.2	SW	1.34	4.0	SW	11.9	12.2	11.7	---	998.0	0.00	0.0	---	---	---	0.041	0.000	21.0	54	11.3	20.3	9.96	1.1666	0.00	206	6	100.0	10
02/01/24	6:00 p	12.1	12.5	11.4	81	8.9	1.8	SSW	1.07	7.2	W	11.8	11.9	11.7	---	998.4	0.00	0.0	---	---	---	0.043	0.000	20.9	54	11.2	20.2	9.97	1.1678	0.00	208	6	100.0	10
